place_id,name,address,phone,website,types,rating,user_ratings_total,price_level,open_now,merchant_lat,merchant_lng,nearest_charger_id,nearest_charger_name,charger_lat,charger_lng,distance_to_charger_m,walk_time_min,corporate_likely,corporate_reason,needs_review,decision_friction,friction_reason,category,source,discovered_via_chargers
ChIJS_nmZorNRIYRTRKUiSZApUU,Sandbox VR,"3100 Esperanza Crossing Suite 100, Austin, TX 78758, USA",+1 940-441-8280,https://sandboxvr.com/austin,"amusement_center,video_arcade,point_of_interest,establishment",4.9,14553,,yes,30.3998629,-97.72312749999999,ChIJAXjqO5nNRIYRi6myV5lMAJ0,Tesla Supercharger,30.402497,-97.72472599999999,330.6,3.94,False,,True,1,high_volume_check,review,google_places,ChIJAXjqO5nNRIYRi6myV5lMAJ0
ChIJO1wfUwjBW4YRYmPAA8bwp_M,Martini's Seafood House,"107 N Adams St, Fredericksburg, TX 78624, USA",+1 830-383-1030,https://martinisse.wpengine.com/,"seafood_restaurant,restaurant,point_of_interest,food,establishment",4.9,5759,PRICE_LEVEL_VERY_EXPENSIVE,no,30.2753827,-98.87168559999999,ChIJ_Uwf4WrBW4YRcX_RKaNIVZg,Electric Vehicle Charging Station,30.2779931,-98.87363049999999,345.2,4.11,False,,True,1,high_volume_check,review,google_places,ChIJ_Uwf4WrBW4YRcX_RKaNIVZg
ChIJsbJPDU5kXIYR8pS-Fm7Shdg,Maggiano's Little Italy,"17603 I-10, San Antonio, TX 78257, USA",+1 210-451-6000,https://www.maggianos.com/locations/texas/san-antonio/17603-i-10/?utm_source=google&utm_medium=organic&utm_campaign=Maggianos,"italian_restaurant,wine_bar,catering_service,food_delivery,bar,meal_takeaway,event_venue,restaurant,point_of_interest,food,establishment",4.5,5707,PRICE_LEVEL_MODERATE,yes,29.608417600000003,-98.6014031,ChIJwQAAByFkXIYRPW_fXcuKztw,Electrify America Charging Station,29.6072782,-98.598034,349.4842778646321,4.1605271174360965,False,,True,1,high_volume_check,review,google_places,ChIJwQAAByFkXIYRPW_fXcuKztw
ChIJe95AVDRLW4YRIB-hqmpB-Vc,Dan's Hamburgers,"4308 Menchaca Rd, Austin, TX 78704, USA",+1 512-443-6131,http://www.dans-hamburgers.com/,"hamburger_restaurant,fast_food_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",4.6,5260,PRICE_LEVEL_INEXPENSIVE,yes,30.230789699999995,-97.78826579999999,ChIJcz30IE9LW4YRYVS3g5VSz9Y,Tesla Supercharger,30.233400099999997,-97.7914251,420.0,5.0,False,,True,1,high_volume_check,review,google_places,ChIJcz30IE9LW4YRYVS3g5VSz9Y
ChIJU8ENNjOjXIYRE46QEoi2kEM,Wing Daddy's - New Braunfels/Creekside,"2831 Town Center Dr, New Braunfels, TX 78130, USA",+1 830-625-9464,http://wingdaddys.com/,"restaurant,food,point_of_interest,establishment",3.6,1223,PRICE_LEVEL_MODERATE,yes,29.727896400000002,-98.0752548,ChIJJ8fg0jKjXIYR0dNF4iP833k,Mercedes-Benz Charging Station,29.727556,-98.07705800000001,178.18494602259446,2.121249357411839,False,Located in mall/shopping center,True,2,mall_location,review,google_places,"ChIJZWe5w1ujXIYRBY1DjcAdU98,ChIJ6XWG0cC9XIYRq-MU6Xd7Vyw,ChIJJ8fg0jKjXIYR0dNF4iP833k"
ChIJMfGppDSjXIYRzOAyfUbSOc8,Lupe Tortilla Mexican Restaurant,"2975 Town Center Dr, New Braunfels, TX 78130, USA",+1 830-214-1377,https://tex-mex.com/newbraunfels/,"brunch_restaurant,american_restaurant,bar,restaurant,food,point_of_interest,establishment",4.1,1030,PRICE_LEVEL_MODERATE,yes,29.728900299999996,-98.07484629999999,ChIJZWe5w1ujXIYRBY1DjcAdU98,Electrify America Charging Station,29.730932,-98.0749232,226.0,2.69,False,Located in mall/shopping center,True,2,mall_location,review,google_places,"ChIJZWe5w1ujXIYRBY1DjcAdU98,ChIJJ8fg0jKjXIYR0dNF4iP833k"
ChIJtSKMzfqjXIYRriC9-JB63Bg,Crust Pizza Co. - New Braunfels,"2955 Town Center Dr #400, New Braunfels, TX 78130, USA",+1 830-830-5188,https://www.crustpizzaco.com/locations/TX/new-braunfels,"pizza_restaurant,vegetarian_restaurant,fast_food_restaurant,italian_restaurant,catering_service,meal_takeaway,meal_delivery,food_delivery,restaurant,food,point_of_interest,establishment",4.6,426,PRICE_LEVEL_MODERATE,yes,29.7286787,-98.07457819999999,ChIJZWe5w1ujXIYRBY1DjcAdU98,Electrify America Charging Station,29.730932,-98.0749232,252.7603868655353,3.0090522245897064,False,Located in mall/shopping center,True,2,mall_location,review,google_places,"ChIJZWe5w1ujXIYRBY1DjcAdU98,ChIJJ8fg0jKjXIYR0dNF4iP833k"
ChIJ9_oD4oyjXIYRItVzY854QF8,Shogun Japanese Grill & Sushi Bar,"2955 Town Center Dr Suite 600, New Braunfels, TX 78130, USA",+1 830-625-2666,http://ishogun.com/,"japanese_restaurant,restaurant,food,point_of_interest,establishment",4.6,651,PRICE_LEVEL_MODERATE,yes,29.728583900000004,-98.0743799,ChIJZWe5w1ujXIYRBY1DjcAdU98,Electrify America Charging Station,29.730932,-98.0749232,266.3,3.17,False,Located in mall/shopping center,True,2,mall_location,review,google_places,"ChIJZWe5w1ujXIYRBY1DjcAdU98,ChIJJ8fg0jKjXIYR0dNF4iP833k"
ChIJlXzU6xDFRIYRDE03bEPoG1g,Cowboys Fit,"1401 Town Center Dr, Pflugerville, TX 78660, USA",+1 737-787-3777,https://www.cowboysfit.com/,"gym,sports_activity_location,health,point_of_interest,establishment",4.6,543,,yes,30.4656098,-97.60126939999999,ChIJL0vix2nFRIYRDmgTx2YzkBQ,EVgo Charging Station,30.466390500000003,-97.5971805,401.4,4.78,False,Located in mall/shopping center,True,2,mall_location,review,google_places,ChIJL0vix2nFRIYRDmgTx2YzkBQ
ChIJ-8eTtIK1RIYRhj3kHXUqNzE,The Peacock,"Proper Hotel, 600 W 2nd St, Austin, TX 78701, USA",+1 512-628-1410,https://www.properhotel.com/austin/restaurants-bars/the-peacock/,"mediterranean_restaurant,restaurant,food,bar,point_of_interest,establishment",4.4,1150,PRICE_LEVEL_EXPENSIVE,yes,30.2660503,-97.7501571,ChIJy4IHtRG1RIYRU8eyx2-NRrQ,ChargePoint Charging Station,30.266969099999997,-97.7543712,417.4,4.97,False,Located in/at hotel,True,2,hotel_property,review,google_places,ChIJy4IHtRG1RIYRU8eyx2-NRrQ
