place_id,name,address,phone,website,types,rating,user_ratings_total,price_level,open_now,merchant_lat,merchant_lng,nearest_charger_id,nearest_charger_name,charger_lat,charger_lng,distance_to_charger_m,walk_time_min,corporate_likely,corporate_reason,needs_review,decision_friction,friction_reason,category,source,discovered_via_chargers
ChIJo3XYi-QsW4YRw5nbBodz9kE,Amy's China Cuisine,"1335 E Whitestone Blvd #190, Cedar Park, TX 78613, USA",+1 512-528-9963,https://amyschinacuisine.com/?utm_source=GBP-AP-AmysChinaCuisine&utm_medium=GBP-AP-AmysChinaCuisine&utm_campaign=GBP-AP-AmysChinaCuisine&utm_id=GBP-AP-AmysChinaCuisine,"chinese_restaurant,restaurant,food,point_of_interest,establishment",4,981,PRICE_LEVEL_INEXPENSIVE,yes,30.529974799999998,-97.8155937,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,35.5,0.42,False,,False,0,independent,closeable,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJLzntlpxLW4YRs50V5GDhbQY,Austin's Pizza William Cannon/Brodie,"3601 W William Cannon Dr, Austin, TX 78749, USA",+1 512-717-8763,http://www.austinspizza.com/,"pizza_restaurant,vegan_restaurant,vegetarian_restaurant,meal_delivery,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",3.7,138,PRICE_LEVEL_MODERATE,yes,30.214698700000003,-97.832893,ChIJkZU1wJxLW4YRHD-kSo8J6xQ,Firestone Complete Auto Care,30.2145032,-97.8325885,36.45074748839297,0.43393747009991634,False,,False,0,independent,closeable,google_places,ChIJkZU1wJxLW4YRHD-kSo8J6xQ
ChIJi290EPT1XIYRUOtXj_Ofy3s,Green Vegetarian Cuisine -- Alamo Quarry Market,"255 E Basse Rd, San Antonio, TX 78209, USA",+1 210-320-5865,http://eatatgreen.com/,"vegetarian_restaurant,brunch_restaurant,vegan_restaurant,restaurant,food,point_of_interest,establishment",4.5,2038,PRICE_LEVEL_MODERATE,yes,29.497260899999997,-98.4817496,ChIJ-bLnr1_1XIYRc85roJiXl8U,Tesla Supercharger,29.497154,-98.482113,37.1,0.44,False,,False,0,independent,closeable,google_places,ChIJ-bLnr1_1XIYRc85roJiXl8U
ChIJ_3HmBQItW4YRx4J37IYMAqs,Blue Corn Harvest Bar & Grill Cedar Park,"700 E Whitestone Blvd #204, Cedar Park, TX 78613, USA",+1 512-528-0889,http://www.bluecornharvest.com/,"mexican_restaurant,restaurant,food,point_of_interest,establishment",4.5,3452,PRICE_LEVEL_MODERATE,yes,30.522747199999998,-97.821625,ChIJtzzgDAItW4YRf8p5_N7Ny3s,EVgo Charging Station,30.523079199999998,-97.82175509999999,38.96331629417652,0.46384900350210145,False,,False,0,independent,closeable,google_places,"ChIJnaxilcItW4YRJQDLl6n_hD0,ChIJt3szb_4sW4YR-4sz9ZOyyMk,ChIJtzzgDAItW4YRf8p5_N7Ny3s"
ChIJPXjxpeMsW4YRAaA8R817X2M,Chada Thai,"1335 E Whitestone Blvd Suite T150, Cedar Park, TX 78613, USA",+1 512-260-4165,http://www.chadaatx.com/,"thai_restaurant,asian_restaurant,vegetarian_restaurant,restaurant,food,point_of_interest,establishment",4.1,667,PRICE_LEVEL_MODERATE,yes,30.5299727,-97.8148181,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,39.9,0.48,False,,False,0,independent,closeable,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJh91qhvy0RIYRBzoQTNhuG-4,Café No Sé,"1603 S Congress Ave, Austin, TX 78704, USA",+1 512-942-2061,https://cafenoseaustin.com/,"cafe,brunch_restaurant,breakfast_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment",4.5,1474,PRICE_LEVEL_MODERATE,no,30.247111000000004,-97.750424,ChIJ2_MNyg-1RIYRkTEKVh9-5x0,Tesla Supercharger,30.2471801,-97.7500043,41.0,0.49,False,,False,0,independent,closeable,google_places,ChIJ2_MNyg-1RIYRkTEKVh9-5x0
ChIJMa_0P921RIYRo1JRRB2390Q,Mañana Coffee,"111 Sandra Muraida Way suite #101, Austin, TX 78703, USA",+1 512-684-1001,https://mananacoffee.com/,"coffee_shop,wine_bar,breakfast_restaurant,cafe,food_store,restaurant,food,bar,store,point_of_interest,establishment",4.3,205,PRICE_LEVEL_INEXPENSIVE,yes,30.267353699999994,-97.7545193,ChIJy4IHtRG1RIYRU8eyx2-NRrQ,ChargePoint Charging Station,30.266969099999997,-97.7543712,45.06873988161175,0.5365326176382351,False,,False,0,independent,closeable,google_places,ChIJy4IHtRG1RIYRU8eyx2-NRrQ
ChIJPcHEw1EtW4YRR3oLDJrsczg,MLB Ballpark Bites,"800 E Whitestone Blvd, Cedar Park, TX 78613, USA",+1 888-672-8352,,"american_restaurant,restaurant,food,point_of_interest,establishment",0,0,PRICE_LEVEL_INEXPENSIVE,unknown,30.522985799999997,-97.82128929999999,ChIJtzzgDAItW4YRf8p5_N7Ny3s,EVgo Charging Station,30.523079199999998,-97.82175509999999,45.809956653235055,0.5453566268242268,False,,False,0,independent,closeable,google_places,"ChIJleJ5suIsW4YRiY7MM6waiIg,ChIJtzzgDAItW4YRf8p5_N7Ny3s,ChIJt3szb_4sW4YR-4sz9ZOyyMk,ChIJnaxilcItW4YRJQDLl6n_hD0"
ChIJke_4iPy0RIYRVz6Ttf70Y78,OTOKO,"1603 S Congress Ave, Austin, TX 78704, USA",+1 512-994-0428,https://otokoaustin.com/,"japanese_restaurant,sushi_restaurant,seafood_restaurant,fine_dining_restaurant,restaurant,food,point_of_interest,establishment",4.6,418,PRICE_LEVEL_VERY_EXPENSIVE,no,30.247543699999998,-97.7502607,ChIJ2_MNyg-1RIYRkTEKVh9-5x0,Tesla Supercharger,30.2471801,-97.7500043,47.3,0.56,False,,False,0,independent,closeable,google_places,ChIJ2_MNyg-1RIYRkTEKVh9-5x0
ChIJqx6qJU9DXIYRqZX0Ez7khSc,Bundteas,"7010 W Loop 1604 N STE 210, San Antonio, TX 78250, USA",+1 210-664-3899,https://www.bundteas.com/,"tea_house,bakery,dessert_shop,confectionery,food_store,wholesaler,store,point_of_interest,food,establishment",4.2,94,,unknown,29.5032905,-98.69933870000001,ChIJp9If44FCXIYRewk-muEG9vw,Tesla Supercharger,29.503735000000002,-98.699356,49.5,0.59,False,,False,0,independent,closeable,google_places,ChIJp9If44FCXIYRewk-muEG9vw
ChIJk1WsfiPKRIYRgQahEgoq4Go,Shanghai Chinese Restaurant,"6718 Middle Fiskville Rd, Austin, TX 78752, USA",+1 512-458-8088,https://www.dimsumshanghai.com/,"asian_restaurant,chinese_restaurant,restaurant,point_of_interest,food,establishment",3.9,911,PRICE_LEVEL_MODERATE,no,30.3293008,-97.7067817,ChIJj7rigCPKRIYRv72j6K8r-8Q,Tesla Supercharger,30.329275,-97.70625899999999,50.2,0.6,False,,False,0,independent,closeable,google_places,ChIJj7rigCPKRIYRv72j6K8r-8Q
ChIJIw0kMmxxXIYRQ9pOMbPcb_w,Tacos Losoya,"8 Cascade Cavern, Boerne, TX 78015, USA",+1 210-294-2769,,"restaurant,point_of_interest,food,establishment",4.3,121,PRICE_LEVEL_INEXPENSIVE,no,29.756938899999998,-98.70397179999999,ChIJcapIYwBxXIYReO4ToLvBATY,ZEF Charging Station,29.757334399999998,-98.7037148,50.5,0.6,False,,False,0,independent,closeable,google_places,ChIJcapIYwBxXIYReO4ToLvBATY
ChIJV1yrf4fLRIYRXQUXKn49aJI,Go go wok,"6718 Middle Fiskville Rd Suite A, Austin, TX 78752, USA",+1 737-837-2329,,"restaurant,point_of_interest,food,establishment",0,0,,unknown,30.329319800000004,-97.7067983,ChIJj7rigCPKRIYRv72j6K8r-8Q,Tesla Supercharger,30.329275,-97.70625899999999,52.0,0.62,False,,False,0,independent,closeable,google_places,ChIJj7rigCPKRIYRv72j6K8r-8Q
ChIJ3YPsxvPBW4YR3rpoMIg4f4U,Revive Organics,"Revive Organics, 102 E Ufer St, Fredericksburg, TX 78624, USA",+1 830-307-3142,http://reviveorganicstx.com/,"juice_shop,acai_shop,brazilian_restaurant,grocery_store,coffee_shop,cafe,restaurant,food_store,point_of_interest,food,store,establishment",4.9,112,PRICE_LEVEL_MODERATE,yes,30.2718893,-98.8749639,ChIJVVey5lXAW4YR-Yhms36i-So,Shell Recharge Charging Station,30.271556,-98.875348,52.28892419417673,0.6224871927878183,False,,False,0,independent,closeable,google_places,ChIJVVey5lXAW4YR-Yhms36i-So
ChIJn-pEl3JARYYRPDx6s_qGkmo,Miller's Smokehouse,"300 E Central Ave, Belton, TX 76513, USA",+1 254-939-5500,http://www.millerssmokehouse.com/,"barbecue_restaurant,coffee_shop,breakfast_restaurant,cafe,bakery,food_store,restaurant,food,store,point_of_interest,establishment",4.7,3267,PRICE_LEVEL_MODERATE,no,31.056148,-97.461608,ChIJsaqa6XJARYYR2AdB408IMhs,FLO Charging Station,31.056513,-97.461252,52.888636959714326,0.6296266304727897,False,,False,0,independent,closeable,google_places,"ChIJlbEEXQBBRYYRHhk3u7iI5FI,ChIJsaqa6XJARYYR2AdB408IMhs"
ChIJjduTQYVrRYYRkdH_tm-etnU,The Meltdown,"1420 SW H K Dodgen Loop, Temple, TX 76504, USA",+1 254-598-2658,https://themeltdown.com/?utm_source=G&utm_medium=organic&utm_campaign=DAC,"sandwich_shop,restaurant,point_of_interest,food,establishment",4.3,3,PRICE_LEVEL_MODERATE,yes,31.075104,-97.37064900000001,ChIJveI8NQBrRYYRBffgc0r6twU,Universal Charging Station,31.075019500000003,-97.37010610000002,52.6,0.63,False,,False,0,independent,closeable,google_places,ChIJveI8NQBrRYYRBffgc0r6twU
ChIJMyvzTbm1RIYRzmxb8SWn7Tk,Sips & Sweets,"1701 S Congress Ave, Austin, TX 78704, USA",+1 512-795-4967,https://www.kendrascott.com/stores/directory/store?StoreID=265154,"cafe,bakery,dessert_shop,coffee_shop,confectionery,food_store,food,store,point_of_interest,establishment",4.2,17,,yes,30.246791299999998,-97.7503494,ChIJ2_MNyg-1RIYRkTEKVh9-5x0,Tesla Supercharger,30.2471801,-97.7500043,54.47873371912973,0.6485563537991634,False,,False,0,independent,closeable,google_places,ChIJ2_MNyg-1RIYRkTEKVh9-5x0
ChIJVQ8nJMZhXIYRMhlIdEkOeBA,Novo Brazil Brewing - San Antonio,"7400 San Pedro Ave Ste 1635, San Antonio, TX 78216, USA",+1 210-816-6650,https://www.novobrew.com/,"bar,point_of_interest,establishment",4.6,82,,yes,29.5181851,-98.49560269999999,ChIJUe4mdghgXIYRrRI94IU_jsk,Shell Recharge Charging Station,29.5185985,-98.49527649999999,55.8,0.66,False,,False,0,independent,closeable,google_places,ChIJUe4mdghgXIYRrRI94IU_jsk
ChIJMVGBmgGvRYYR7YXkUGeRpz0,Clem Mikeska's BBQ,"1005 E 1st St, Cameron, TX 76520, USA",+1 254-455-0618,http://www.clembbq.com/,"barbecue_restaurant,restaurant,food,point_of_interest,establishment",3.5,259,,yes,30.847817900000003,-96.96788370000002,ChIJgSDUhgGvRYYR7vLK9YBZiSg,Universal Charging Station,30.848308599999996,-96.9677842,55.4,0.66,False,,False,0,independent,closeable,google_places,ChIJgSDUhgGvRYYR7vLK9YBZiSg
ChIJ5-R59i1rRYYRQxgeVp5fPfc,The Burger Den,"1420 SW H K Dodgen Loop, Temple, TX 76504, USA",+1 254-598-2658,https://www.theburgerden.com/?utm_source=G&utm_medium=organic&utm_campaign=DAC,"restaurant,point_of_interest,food,establishment",3.6,23,PRICE_LEVEL_MODERATE,yes,31.075114099999997,-97.3706749,ChIJveI8NQBrRYYRBffgc0r6twU,Universal Charging Station,31.075019500000003,-97.37010610000002,55.2,0.66,False,,False,0,independent,closeable,google_places,ChIJveI8NQBrRYYRBffgc0r6twU
ChIJm9HyQBu1RIYRjNu0JZnNP-U,Pinthouse Brewing,"2201 E Ben White Blvd, Austin, TX 78741, USA",+1 512-717-0873,https://pinthouse.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,"pub,bar,restaurant,food,point_of_interest,establishment",4.7,1747,PRICE_LEVEL_MODERATE,yes,30.215380800000002,-97.7423669,ChIJdbvdZIe0RIYRF3wQlpJgjdY,Tesla Supercharger,30.214916000000002,-97.74215099999999,55.69153659069189,0.6629944832225225,False,,False,0,independent,closeable,google_places,ChIJdbvdZIe0RIYRF3wQlpJgjdY
ChIJRal8MQDbRIYRY4v1GU45xL0,Cottonwood Creek Brewery,"610 US-79, Hutto, TX 78634, USA",+1 737-391-9024,https://www.cottonwoodcreekbrewery.com/,"bar_and_grill,steak_house,bar,restaurant,food,point_of_interest,establishment",4.2,295,,yes,30.5421363,-97.55934309999999,ChIJgRL09ajbRIYRCDd-410XklQ,Firestone Complete Auto Care,30.541699299999998,-97.55904710000002,56.25622163569233,0.6697169242344325,False,,False,0,independent,closeable,google_places,"ChIJgRL09ajbRIYRCDd-410XklQ,ChIJ_0qtiqjbRIYRoLvBVhC3CSw"
ChIJgeY3RvSDXIYRLJ9QXGk9qlY,Popcorn Friday,"213 E Central Ave, Belton, TX 76513, USA",+1 254-831-3032,http://www.popcornfriday.com/,"gift_shop,ice_cream_shop,bakery,dessert_shop,coffee_shop,cafe,confectionery,food_store,food,store,point_of_interest,establishment",4.7,123,,yes,31.0559061,-97.4624214,ChIJlbEEXQBBRYYRHhk3u7iI5FI,FLO Charging Station,31.055705599999996,-97.4618709,56.98144476158019,0.6783505328759547,False,,False,0,independent,closeable,google_places,"ChIJlbEEXQBBRYYRHhk3u7iI5FI,ChIJsaqa6XJARYYR2AdB408IMhs"
ChIJEU9CXNq1RIYRWTv3dLfnxPU,Maie Day,"1603 S Congress Ave, Austin, TX 78704, USA",+1 512-524-2235,https://www.maieday.com/,"steak_house,brunch_restaurant,bar_and_grill,bar,restaurant,food,point_of_interest,establishment",4.3,397,,no,30.247684399999994,-97.7501144,ChIJ2_MNyg-1RIYRkTEKVh9-5x0,Tesla Supercharger,30.2471801,-97.7500043,57.06418652146456,0.6793355538269592,False,,False,0,independent,closeable,google_places,ChIJ2_MNyg-1RIYRkTEKVh9-5x0
ChIJfyG_PvWTXIYRXuYeSOV3V5g,TAQUITOS TEPA,"PARKING LOT OF HEB PLUS! Across Curbside, 17460 I-35 N, Schertz, TX 78154, USA",+1 210-550-8008,,"mexican_restaurant,restaurant,food,point_of_interest,establishment",4.9,1342,PRICE_LEVEL_INEXPENSIVE,yes,29.598046500000002,-98.27570779999999,ChIJQ5WhZA2TXIYRsf57Q6H-Qho,Tesla Supercharger,29.5984763,-98.27603839999999,57.5,0.68,False,,False,0,independent,closeable,google_places,ChIJQ5WhZA2TXIYRsf57Q6H-Qho
ChIJk_zr39zkQoYR8m4vqr_8FI0,Bush's Chicken - Cuero,"601 E Broadway St, Cuero, TX 77954, USA",+1 361-524-5295,http://bushschicken.com/,"fast_food_restaurant,restaurant,point_of_interest,food,establishment",4.1,297,PRICE_LEVEL_INEXPENSIVE,yes,29.091126299999996,-97.28410439999999,ChIJVVXZOt3kQoYR6_CNY9plmKg,EV Connect Charging Station,29.091254799999994,-97.28468679999999,58.4,0.69,False,,False,0,independent,closeable,google_places,"ChIJVVXZOt3kQoYR6_CNY9plmKg,ChIJYwHcOt3kQoYRkdafMfFbgkY"
ChIJGUHKsT9BRYYRl6DzI87VUb0,Wrapin' Poke,"Back part of Narunya's, 316 E Central Ave Suite B, Belton, TX 76513, USA",+1 254-780-7822,https://www.wrapinpoke.com/,"american_restaurant,restaurant,food,point_of_interest,establishment",1,1,,yes,31.056027299999997,-97.46097019999999,ChIJsaqa6XJARYYR2AdB408IMhs,FLO Charging Station,31.056513,-97.461252,60.31049970093134,0.7179821392968017,False,,False,0,independent,closeable,google_places,"ChIJlbEEXQBBRYYRHhk3u7iI5FI,ChIJsaqa6XJARYYR2AdB408IMhs"
ChIJ30MiPRJjXIYRo-Kq-p3HRww,Mary's Grill,"18326 Tuscany Stone, San Antonio, TX 78258, USA",+1 210-719-6421,,"restaurant,food,point_of_interest,establishment",4.3,72,,unknown,29.6109962,-98.4889283,ChIJ1a0ntTNjXIYR24DHYG6wjvw,Tesla Supercharger,29.610495999999998,-98.48867399999999,60.8,0.72,False,,False,0,independent,closeable,google_places,ChIJ1a0ntTNjXIYR24DHYG6wjvw
ChIJ9ftXF6dBRYYRVSRVQzIgXLw,Toast&Tea,"316 E Central Ave Suite B, Belton, TX 76513, USA",+1 254-613-4494,,"breakfast_restaurant,brunch_restaurant,tea_house,dessert_shop,bakery,confectionery,food_store,restaurant,food,store,point_of_interest,establishment",4.4,342,PRICE_LEVEL_MODERATE,yes,31.056016999999997,-97.4609771,ChIJsaqa6XJARYYR2AdB408IMhs,FLO Charging Station,31.056513,-97.461252,61.05345078776471,0.7268267950924371,False,,False,0,independent,closeable,google_places,"ChIJlbEEXQBBRYYRHhk3u7iI5FI,ChIJsaqa6XJARYYR2AdB408IMhs"
ChIJNUy7KUZBRYYRUQqeCc8C4vU,Pastarico,"316 E Central Ave Suite B, Belton, TX 76513, USA",+1 254-613-4104,https://www.pastaricotx.com/,"restaurant,food,point_of_interest,establishment",4.3,38,PRICE_LEVEL_MODERATE,yes,31.056016999999997,-97.4609771,ChIJsaqa6XJARYYR2AdB408IMhs,FLO Charging Station,31.056513,-97.461252,61.05345078776471,0.7268267950924371,False,,False,0,independent,closeable,google_places,"ChIJlbEEXQBBRYYRHhk3u7iI5FI,ChIJsaqa6XJARYYR2AdB408IMhs"
ChIJheQ7pn1mXIYRINFYZM0fk2s,Luciano Ristorante Italiano - La Cantera,"15900 La Cantera Pkwy, San Antonio, TX 78256, USA",+1 210-641-1511,https://lucianolacantera.com/,"italian_restaurant,pizza_restaurant,meal_delivery,food_delivery,restaurant,food,point_of_interest,establishment",4.3,1151,PRICE_LEVEL_MODERATE,yes,29.592690699999995,-98.6135733,ChIJ2fq1YodmXIYR6yFRmrs_gk0,Shell Recharge Charging Station,29.593168499999994,-98.6138845,61.05809842111631,0.7268821240609086,False,,False,0,independent,closeable,google_places,"ChIJVYEd3lFnXIYRp3SYZ5osXII,ChIJ2fq1YodmXIYR6yFRmrs_gk0"
ChIJLzntlpxLW4YRibFtdVFYW74,Pho Thaison,"3601 W William Cannon Dr #250, Austin, TX 78749, USA",+1 512-892-8777,https://www.phothaison.com/,"restaurant,vietnamese_restaurant,sushi_restaurant,japanese_restaurant,food,point_of_interest,establishment",4.1,474,PRICE_LEVEL_INEXPENSIVE,yes,30.2148427,-97.8330905,ChIJkZU1wJxLW4YRHD-kSo8J6xQ,Firestone Complete Auto Care,30.2145032,-97.8325885,61.3,0.73,False,,False,0,independent,closeable,google_places,ChIJkZU1wJxLW4YRHD-kSo8J6xQ
ChIJwdX0sLxPWoYRlMnXttT9F94,Llano Beer Company,"105 E Main St, Llano, TX 78643, USA",+1 325-268-0103,,"wine_bar,bar,food,point_of_interest,establishment",4.9,112,,unknown,30.7504252,-98.675505,ChIJZ--T9gpPWoYRd6H8kyN9upY,Tesla Supercharger,30.7505243,-98.67487369999999,61.3,0.73,False,,False,0,independent,closeable,google_places,ChIJZ--T9gpPWoYRd6H8kyN9upY
ChIJR9qm5gFiXIYRWRbwtBiPjQw,Kirby's Steakhouse,"123 N Loop 1604 E, San Antonio, TX 78232, USA",+1 210-404-2221,https://kirbyssteakhouse.com/san-antonio/,"steak_house,bar_and_grill,bar,american_restaurant,banquet_hall,event_venue,restaurant,food,point_of_interest,establishment",4.6,1019,PRICE_LEVEL_EXPENSIVE,no,29.6099427,-98.4886008,ChIJ1a0ntTNjXIYR24DHYG6wjvw,Tesla Supercharger,29.610495999999998,-98.48867399999999,61.9,0.74,False,,False,0,independent,closeable,google_places,ChIJ1a0ntTNjXIYR24DHYG6wjvw
ChIJ66Db5gFiXIYRG_k-15eUeic,Mickey Mantle's Steakhouse,"123 N Loop 1604 E, San Antonio, TX 78232, USA",+1 210-404-2221,https://mickeymantlesteakhouse.com/other-mickeys-locations/,"restaurant,food,point_of_interest,establishment",3,2,,no,29.6099427,-98.4886008,ChIJ1a0ntTNjXIYR24DHYG6wjvw,Tesla Supercharger,29.610495999999998,-98.48867399999999,61.9,0.74,False,,False,0,independent,closeable,google_places,ChIJ1a0ntTNjXIYR24DHYG6wjvw
ChIJHdDRKRRlXIYRJTR5Hs9ey_g,Merit Coffee,"24175 I-10 #110, San Antonio, TX 78257, USA",+1 210-530-4349,https://meritcoffee.com/,"cafe,coffee_shop,food_store,point_of_interest,food,store,establishment",4.4,470,PRICE_LEVEL_INEXPENSIVE,yes,29.666038199999996,-98.6326363,ChIJMXoRapJlXIYRFMyO__EUhW0,Tesla Supercharger,29.666334,-98.6332025,63.8,0.76,False,,False,0,independent,closeable,google_places,ChIJMXoRapJlXIYRFMyO__EUhW0
ChIJm598Nt3kQoYRlAO1qvTra3c,KN Drive-In,"514 E Broadway St, Cuero, TX 77954, USA",+1 361-275-3171,http://kndrivein.com/,"american_restaurant,hamburger_restaurant,diner,fast_food_restaurant,restaurant,point_of_interest,food,establishment",4.3,537,PRICE_LEVEL_INEXPENSIVE,yes,29.092016299999997,-97.28442969999999,ChIJYwHcOt3kQoYRkdafMfFbgkY,Shell Recharge Charging Station,29.091610799999998,-97.2848991,64.13537379679421,0.7635163547237407,False,,False,0,independent,closeable,google_places,"ChIJVVXZOt3kQoYR6_CNY9plmKg,ChIJYwHcOt3kQoYRkdafMfFbgkY"
ChIJS1wXepU5RIYRumWpIABhQeA,Laredo Taco Company,"564 TX-21, Caldwell, TX 77836, USA",+1 737-329-5020,https://www.laredotacocompany.com/?utm_source=G&utm_medium=local&utm_campaign=google-local,"restaurant,point_of_interest,food,establishment",3.7,3,,yes,30.537882800000002,-96.6913558,ChIJGWD1s6w5RIYRqxcyKHN2xU8,Tesla Supercharger,30.537758,-96.692015,64.6,0.77,False,,False,0,independent,closeable,google_places,ChIJGWD1s6w5RIYRqxcyKHN2xU8
