place_id,name,address,phone,website,types,rating,user_ratings_total,price_level,open_now,merchant_lat,merchant_lng,nearest_charger_id,nearest_charger_name,charger_lat,charger_lng,distance_to_charger_m,walk_time_min,corporate_likely,corporate_reason,needs_review,source,discovered_via_chargers
ChIJeW5k3wdgXIYRRfio5vX3FAs,Kona Grill - San Antonio at North Star,"7400 San Pedro Ave #1255, San Antonio, TX 78216, USA",+1 210-998-7601,"https://konagrill.com/locations?locations=San-Antonio,78216","american_restaurant,bar_and_grill,sushi_restaurant,steak_house,seafood_restaurant,bar,japanese_restaurant,restaurant,food,point_of_interest,establishment",4.6,4819,PRICE_LEVEL_MODERATE,yes,29.518802299999997,-98.4951924,ChIJUe4mdghgXIYRrRI94IU_jsk,Shell Recharge Charging Station,29.5185985,-98.49527649999999,24.07832336746235,0.2866467067555042,False,,False,google_places,ChIJUe4mdghgXIYRrRI94IU_jsk
ChIJ9Y2KasdhXIYRWCi7dOwVFHo,Benihana North Star,"7400 San Pedro Ave #1255, San Antonio, TX 78216, USA",+1 726-762-0734,https://order.benihana.com/menu/benihana-north-star,"meal_takeaway,restaurant,food,point_of_interest,establishment",2.7,9,PRICE_LEVEL_EXPENSIVE,yes,29.518802299999997,-98.4951924,ChIJUe4mdghgXIYRrRI94IU_jsk,Shell Recharge Charging Station,29.5185985,-98.49527649999999,24.07832336746235,0.2866467067555042,False,,False,google_places,ChIJUe4mdghgXIYRrRI94IU_jsk
ChIJV-Nd977bRIYRzIzRUDvhin4,True Texas Tacos,"5008 Gattis School Rd, Hutto, TX 78634, USA",+1 512-520-1200,https://www.heb.com/static-page/true-texas-tacos?utm_source=google&utm_medium=organic&utm_campaign=gmb_restaurant&utm_content=ttt_fresh_bites,"restaurant,food,point_of_interest,establishment",3.9,17,,no,30.5028898,-97.5811363,ChIJVyDvKtPbRIYRV6nfph_Tyoo,Tesla Supercharger,30.5028119,-97.58090299999999,24.0,0.29,False,,False,google_places,ChIJVyDvKtPbRIYRV6nfph_Tyoo
ChIJncpI8IZjXIYRgLuUJtR9z2k,Champs Chicken,"25580 Blanco Rd, San Antonio, TX 78260, USA",+1 210-455-8660,https://champschicken.com/locations/bigs-210-san-antonio-tx/,"restaurant,food,point_of_interest,establishment",0,0,PRICE_LEVEL_INEXPENSIVE,yes,29.680690100000003,-98.5214639,ChIJa2heFdxiXIYRZ5B6sJF3QHU,ChargePoint Charging Station,29.680895099999997,-98.52137379999999,24.4,0.29,False,,False,google_places,ChIJa2heFdxiXIYRZ5B6sJF3QHU
ChIJj-S3lK9jXIYR1gcDLefi2fw,Hangar 54 Pizza,"25580 Blanco Rd, San Antonio, TX 78260, USA",+1 210-455-8660,https://hangar54.pizza/location/bigs-210-san-antonio-tx/,"pizza_restaurant,fast_food_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",0,0,,yes,29.680690100000003,-98.5214639,ChIJa2heFdxiXIYRZ5B6sJF3QHU,ChargePoint Charging Station,29.680895099999997,-98.52137379999999,24.4,0.29,False,,False,google_places,ChIJa2heFdxiXIYRZ5B6sJF3QHU
ChIJay_SbjuVQ4YRbgnwRz7gxIg,Turbo Joe's Pizzeria - Int'l Kitchen & Tea House,"100 Townsend Dr, Weimar, TX 78962, USA",+1 979-725-3004,http://turbojoespizzeriaik.com/,"restaurant,food,point_of_interest,establishment",4.9,221,,yes,29.692994,-96.77763060000001,ChIJ4zq6PZGUQ4YRvh5WVN1mE0Y,Tesla Supercharger,29.692891,-96.777389,26.0,0.31,False,,False,google_places,ChIJ4zq6PZGUQ4YRvh5WVN1mE0Y
ChIJ8zFET7otW4YRxcmOGmyEZCo,Ike's Sandwiches,"1335 E Whitestone Blvd Bldg S-180 Bldg S-180, Cedar Park, TX 78613, USA",+1 512-456-0511,https://locations.ikessandwich.com/tx/cedarpark/306/?utm_source=gmb&utm_medium=profile&utm_campaign=cedarpark-location-page,"sandwich_shop,catering_service,vegan_restaurant,vegetarian_restaurant,meal_delivery,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",4.4,364,PRICE_LEVEL_MODERATE,yes,30.5299153,-97.81546589999999,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,26.1,0.31,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJQwAt7WaoXIYRDjRJiOmWsI0,King of Snacks,"4015 S I-35 South Frontage Rd, San Marcos, TX 78666, USA",+1 210-552-8337,,"restaurant,point_of_interest,food,establishment",3.9,29,,unknown,29.8240775,-97.98732969999999,ChIJpY1Ro9ilXIYRTRVqx94UunY,ChargePoint Charging Station,29.824203,-97.9875612,26.33386953045959,0.3134984467911856,False,,False,google_places,"ChIJpY1Ro9ilXIYRTRVqx94UunY,ChIJT_fAxdilXIYRAjLLE1pjHYI"
ChIJ7cz-zQ0tW4YRPeSymotjvRc,Ulta Beauty,"183A Ste 100, Toll road, Cedar Park, TX 78613, USA",+1 512-259-1446,https://www.ulta.com/stores/cedar-park-tx-1230,"beauty_salon,hair_salon,hair_care,store,point_of_interest,establishment",4.1,490,,yes,30.535687499999998,-97.81768199999999,ChIJl6ACCfAsW4YRu9_CFG4hiEw,Shell Recharge Charging Station,30.535462,-97.817791,27.16078228663516,0.32334264626946624,False,,False,google_places,"ChIJl6ACCfAsW4YRu9_CFG4hiEw,ChIJjcVJAPAsW4YRkGYODB2CTWk"
ChIJQz1e_kxLW4YRKRQH-iXUges,Lee’s Kitchen + Cocktails,"701 S Capital of Texas Hwy Suite G700, Austin, TX 78746, USA",+1 512-256-3918,http://leeskitchenatx.com/,"restaurant,food,point_of_interest,establishment",4.6,178,PRICE_LEVEL_MODERATE,yes,30.289906499999997,-97.8271905,ChIJJ6_0bN1LW4YRg8l9RLePwz8,Tesla Supercharger,30.289800000000003,-97.827474,29.7,0.35,False,,False,google_places,ChIJJ6_0bN1LW4YRg8l9RLePwz8
ChIJIWxDJiI1XIYRi8JY6N6EI0o,Charleys Cheesesteaks and Wings,"21561 FM471, Natalia, TX 78059, USA",+1 830-227-0156,https://order.charleys.com/menu/chubbys-travel-center-tx/,"sandwich_shop,fast_food_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment",4.6,65,PRICE_LEVEL_INEXPENSIVE,yes,29.185347000000004,-98.84488259999999,ChIJQ6BpTtM1XIYRpnP2zHqSjgo,"Chubby's Travel Center, Valero Gas Station",29.1856082,-98.84480860000001,29.9,0.36,False,,False,google_places,ChIJQ6BpTtM1XIYRpnP2zHqSjgo
ChIJ9XyTagBVW4YRuuL49v2LQWI,Bluefin Sushi & Ramen,"151 Evans Dr Suite 111, Kyle, TX 78640, USA",+1 512-256-5286,http://bluefinsushiramen.com/,"asian_restaurant,restaurant,food,point_of_interest,establishment",4,236,PRICE_LEVEL_MODERATE,yes,30.0128834,-97.86240319999999,ChIJd749_h9VW4YRo2JVbrw88f8,Tesla Supercharger,30.013033999999998,-97.8626748,31.1,0.37,False,,False,google_places,ChIJd749_h9VW4YRo2JVbrw88f8
ChIJS9C-n-jkQoYRY9V3GzRByNU,Donut Palace,"310 N Esplanade St, Cuero, TX 77954, USA",+1 361-275-6848,,"donut_shop,bakery,dessert_shop,confectionery,food_store,food,store,point_of_interest,establishment",4.4,140,PRICE_LEVEL_INEXPENSIVE,no,29.092837499999995,-97.29085219999999,ChIJraqaoejkQoYRJ5e0r56ektQ,ChargePoint Charging Station,29.0927662,-97.2911644,31.4,0.37,False,,False,google_places,ChIJraqaoejkQoYRJ5e0r56ektQ
ChIJg7Nl8d4dW4YRLIl4PxApMic,Daylight Donuts,"1810 N U.S. Hwy 281, Marble Falls, TX 78654, USA",+1 512-896-3235,https://daylightdonuts.com/,"donut_shop,bakery,food_store,store,food,point_of_interest,establishment",4.3,52,PRICE_LEVEL_INEXPENSIVE,no,30.589533199999998,-98.2738562,ChIJHzfu_AIdW4YRf321j97BvRc,Apache Village Shops EV Charging Station,30.589257699999997,-98.2738261,30.8,0.37,False,,False,google_places,ChIJHzfu_AIdW4YRf321j97BvRc
ChIJF5ud2-8sW4YREtEW4Y92oSE,JuiceLand,"5001 183A Frontage Rd, Cedar Park, TX 78613, USA",+1 512-986-7822,http://www.juiceland.com/,"juice_shop,vegan_restaurant,vegetarian_restaurant,restaurant,food,point_of_interest,establishment",4.6,335,PRICE_LEVEL_MODERATE,yes,30.5356759,-97.8175811,ChIJl6ACCfAsW4YRu9_CFG4hiEw,Shell Recharge Charging Station,30.535462,-97.817791,31.142155399994195,0.37073994523802617,False,,False,google_places,"ChIJl6ACCfAsW4YRu9_CFG4hiEw,ChIJjcVJAPAsW4YRkGYODB2CTWk"
ChIJJ1G_4pctW4YR59NnFm_BNKM,Benefit Cosmetics BrowBar,"5001 183A Toll Rd Suite 100, Cedar Park, TX 78613, USA",+1 512-259-1446,https://browbars.benefitcosmetics.com/us/tx/cedar-park/5001-183a-toll-road?y_source=1_MTk5MjA4ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"beauty_salon,hair_care,store,point_of_interest,establishment",5,4,,yes,30.535611600000003,-97.81750749999999,ChIJl6ACCfAsW4YRu9_CFG4hiEw,Shell Recharge Charging Station,30.535462,-97.817791,31.842408429783553,0.3790762908307566,False,,False,google_places,"ChIJl6ACCfAsW4YRu9_CFG4hiEw,ChIJjcVJAPAsW4YRkGYODB2CTWk"
ChIJOSrot98tW4YRWgKFH_dKiOY,True REST Float Spa • Cedar Park,"1335 E Whitestone Blvd Suite #165, Cedar Park, TX 78613, USA",+1 512-645-7585,http://www.truerest.com/locations/cedar-park,"spa,point_of_interest,establishment",4.9,250,,yes,30.530212000000002,-97.81496299999999,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,32.4,0.39,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJxbfJlaU1XIYRlIevp3w6k1s,San Juan Mexican Restaurant,"21561 FM471, Natalia, TX 78059, USA",+1 830-227-0164,,"mexican_restaurant,restaurant,point_of_interest,food,establishment",4.5,215,,yes,29.1858468,-98.8450364,ChIJQ6BpTtM1XIYRpnP2zHqSjgo,"Chubby's Travel Center, Valero Gas Station",29.1856082,-98.84480860000001,34.5,0.41,False,,False,google_places,ChIJQ6BpTtM1XIYRpnP2zHqSjgo
ChIJo3XYi-QsW4YRw5nbBodz9kE,Amy's China Cuisine,"1335 E Whitestone Blvd #190, Cedar Park, TX 78613, USA",+1 512-528-9963,https://amyschinacuisine.com/?utm_source=GBP-AP-AmysChinaCuisine&utm_medium=GBP-AP-AmysChinaCuisine&utm_campaign=GBP-AP-AmysChinaCuisine&utm_id=GBP-AP-AmysChinaCuisine,"chinese_restaurant,restaurant,food,point_of_interest,establishment",4,981,PRICE_LEVEL_INEXPENSIVE,yes,30.529974799999998,-97.8155937,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,35.5,0.42,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJ3YRUofotW4YRzN6x9Mp4q84,The Little Gym of Cedar Park,"1335 E Whitestone Blvd Suite T-160, Cedar Park, TX 78613, USA",+1 512-643-8533,https://www.thelittlegym.com/texas-cedar-park/,"sports_complex,gym,sports_activity_location,health,point_of_interest,establishment",3.9,33,,yes,30.530095399999993,-97.81485479999999,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,36.5,0.43,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJDfLT-7otW4YRClDLbXqFitU,Bare Studio,"1335 E Whitestone Blvd Building H Suite 133, Cedar Park, TX 78613, USA",+1 737-350-4718,https://barestudioatx.glossgenius.com/,"beauty_salon,point_of_interest,establishment",5,5,,yes,30.530095399999993,-97.81485479999999,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,36.5,0.43,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJLzntlpxLW4YRs50V5GDhbQY,Austin's Pizza William Cannon/Brodie,"3601 W William Cannon Dr, Austin, TX 78749, USA",+1 512-717-8763,http://www.austinspizza.com/,"pizza_restaurant,vegan_restaurant,vegetarian_restaurant,meal_delivery,food_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",3.7,138,PRICE_LEVEL_MODERATE,yes,30.214698700000003,-97.832893,ChIJkZU1wJxLW4YRHD-kSo8J6xQ,Firestone Complete Auto Care,30.2145032,-97.8325885,36.45074748839297,0.43393747009991634,False,,False,google_places,ChIJkZU1wJxLW4YRHD-kSo8J6xQ
ChIJi290EPT1XIYRUOtXj_Ofy3s,Green Vegetarian Cuisine -- Alamo Quarry Market,"255 E Basse Rd, San Antonio, TX 78209, USA",+1 210-320-5865,http://eatatgreen.com/,"vegetarian_restaurant,brunch_restaurant,vegan_restaurant,restaurant,food,point_of_interest,establishment",4.5,2038,PRICE_LEVEL_MODERATE,yes,29.497260899999997,-98.4817496,ChIJ-bLnr1_1XIYRc85roJiXl8U,Tesla Supercharger,29.497154,-98.482113,37.1,0.44,False,,False,google_places,ChIJ-bLnr1_1XIYRc85roJiXl8U
ChIJX77n6XL1XIYRb42VoXIMdtU,Drybar - San Antonio,"255 E Basse Rd Suite 910, San Antonio, TX 78209, USA",+1 210-817-1401,https://www.drybarshops.com/service/locator/detail/?slug=san-antonio-at-alamo-quarry-market&utm_source=Google&utm_medium=SoCi,"hair_salon,hair_care,beauty_salon,point_of_interest,establishment",4.1,204,,yes,29.497260899999997,-98.4817496,ChIJ-bLnr1_1XIYRc85roJiXl8U,Tesla Supercharger,29.497154,-98.482113,37.1,0.44,False,,False,google_places,ChIJ-bLnr1_1XIYRc85roJiXl8U
ChIJGZU-x1yJQ4YR0Vaco09c6uk,Tune Up; The Manly Salon - Barbershop,"2001 W Hwy 71 Business, La Grange, TX 78945, USA",+1 979-338-0701,http://www.tuneupsalon.com/,"barber_shop,hair_salon,hair_care,point_of_interest,health,establishment",4.6,116,,yes,29.9026789,-96.9056636,ChIJ5dBCQgeLQ4YRRKSYf6ukvu4,Graviti Charging Station,29.9029812,-96.9054886,37.6,0.45,False,,False,google_places,ChIJ5dBCQgeLQ4YRRKSYf6ukvu4
ChIJ_3HmBQItW4YRx4J37IYMAqs,Blue Corn Harvest Bar & Grill Cedar Park,"700 E Whitestone Blvd #204, Cedar Park, TX 78613, USA",+1 512-528-0889,http://www.bluecornharvest.com/,"mexican_restaurant,restaurant,point_of_interest,food,establishment",4.5,3452,PRICE_LEVEL_MODERATE,yes,30.522747199999998,-97.821625,ChIJtzzgDAItW4YRf8p5_N7Ny3s,EVgo Charging Station,30.523079199999998,-97.82175509999999,38.96331629417652,0.46384900350210145,False,,False,google_places,"ChIJtzzgDAItW4YRf8p5_N7Ny3s,ChIJt3szb_4sW4YR-4sz9ZOyyMk,ChIJnaxilcItW4YRJQDLl6n_hD0"
ChIJPXjxpeMsW4YRAaA8R817X2M,Chada Thai,"1335 E Whitestone Blvd Suite T150, Cedar Park, TX 78613, USA",+1 512-260-4165,http://www.chadaatx.com/,"thai_restaurant,asian_restaurant,vegetarian_restaurant,restaurant,food,point_of_interest,establishment",4.1,667,PRICE_LEVEL_MODERATE,yes,30.5299727,-97.8148181,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,39.9,0.48,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJbXmLulTJRIYROW90S_soNpo,Hair by Tri,"1030 Norwood Park Blvd Ste 310, Austin, TX 78753, USA",+1 608-471-8346,http://styleseat.com/trieshawashington,"hair_salon,hair_care,point_of_interest,establishment",5,1,,yes,30.3406259,-97.6926922,ChIJ230oIYTJRIYR5-5_qpmz3-A,EVgo Charging Station,30.3402804,-97.6925749,40.0,0.48,False,,False,google_places,ChIJ230oIYTJRIYR5-5_qpmz3-A
ChIJ1VgC1T5JW4YRwcXBVglGUjA,Blade Homes Inc,"1030 Norwood Park Blvd Ste 310, Austin, TX 78753, USA",+1 512-680-5223,,"beauty_salon,point_of_interest,establishment",0,0,,yes,30.340528899999995,-97.6928835,ChIJ230oIYTJRIYR5-5_qpmz3-A,EVgo Charging Station,30.3402804,-97.6925749,40.5,0.48,False,,False,google_places,ChIJ230oIYTJRIYR5-5_qpmz3-A
ChIJh91qhvy0RIYRBzoQTNhuG-4,Café No Sé,"1603 S Congress Ave, Austin, TX 78704, USA",+1 512-942-2061,https://cafenoseaustin.com/,"cafe,brunch_restaurant,breakfast_restaurant,meal_takeaway,restaurant,point_of_interest,food,establishment",4.5,1474,PRICE_LEVEL_MODERATE,yes,30.247111000000004,-97.750424,ChIJ2_MNyg-1RIYRkTEKVh9-5x0,Tesla Supercharger,30.2471801,-97.7500043,41.0,0.49,False,,False,google_places,ChIJ2_MNyg-1RIYRkTEKVh9-5x0
ChIJQwZLPELFRIYRxZ0qbuDqJAM,Tan It All,"1513 Stone Hill Dr #350, Pflugerville, TX 78660, USA",+1 512-888-9826,http://tanitall.com/,"tanning_studio,spa,point_of_interest,establishment",4.4,146,,yes,30.469810199999994,-97.5977801,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,41.396637895960076,0.4928171178090485,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJY0aTfMjORIYRXcZ2DFCAxL8,MOD Pizza,"500 W Canyon Ridge Dr Suite J100, Austin, TX 78753, USA",+1 512-975-7095,https://locations.modpizza.com/usa/tx/austin/500-w-canyon-ridge-dr?utm_source=google&utm_medium=yext,"pizza_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment",4.4,1200,PRICE_LEVEL_INEXPENSIVE,yes,30.405388199999994,-97.6738227,ChIJKZ_6jsjORIYRVAt3LFFW5UI,EVgo Charging Station,30.405127999999994,-97.67348,43.8,0.52,False,,False,google_places,ChIJKZ_6jsjORIYRVAt3LFFW5UI
ChIJMa_0P921RIYRo1JRRB2390Q,Mañana Coffee,"111 Sandra Muraida Way suite #101, Austin, TX 78703, USA",+1 512-684-1001,https://mananacoffee.com/,"coffee_shop,breakfast_restaurant,wine_bar,bar,cafe,restaurant,food_store,point_of_interest,food,store,establishment",4.3,205,PRICE_LEVEL_INEXPENSIVE,yes,30.267353699999994,-97.7545193,ChIJy4IHtRG1RIYRU8eyx2-NRrQ,ChargePoint Charging Station,30.266969099999997,-97.7543712,45.06873988161175,0.5365326176382351,False,,False,google_places,ChIJy4IHtRG1RIYRU8eyx2-NRrQ
ChIJx4keTjhARYYR6ingUPuDclo,The Greenbriar Salon & Spa,"217 E Central Ave, Belton, TX 76513, USA",+1 254-939-3700,http://www.salonspagreenbriar.com/,"hair_salon,nail_salon,beauty_salon,spa,massage,hair_care,point_of_interest,health,establishment",4.8,173,,yes,31.0558792,-97.4623061,ChIJlbEEXQBBRYYRHhk3u7iI5FI,FLO Charging Station,31.055705599999996,-97.4618709,45.7,0.54,False,,False,google_places,"ChIJsaqa6XJARYYR2AdB408IMhs,ChIJlbEEXQBBRYYRHhk3u7iI5FI"
ChIJG6M5wOs3W4YR36MaFAmnt9M,Sport Clips Haircuts of Bee Cave,"12717 Shops Pkwy Ste 400, Bee Cave, TX 78738, USA",+1 512-402-1082,https://sportclips.com/us-tx-beecave-tx111?utm_source=google&utm_medium=link&utm_campaign=gbp&utm_content=soci,"hair_salon,barber_shop,hair_care,point_of_interest,health,establishment",4.1,251,,yes,30.3041052,-97.94179299999999,ChIJib5lZqo3W4YRfW2OZjzeUj4,Tesla Supercharger,30.303699899999998,-97.94178559999999,45.1,0.54,False,,False,google_places,ChIJib5lZqo3W4YRfW2OZjzeUj4
ChIJW3l04as3W4YRGYSRixGucHA,Great American Cookies,"12717 Shops Pkwy Suite 100, Bee Cave, TX 78738, USA",+1 512-599-4099,https://www.greatamericancookies.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,"confectionery,bakery,food_store,store,food,point_of_interest,establishment",4.1,58,PRICE_LEVEL_INEXPENSIVE,yes,30.3041052,-97.94179299999999,ChIJib5lZqo3W4YRfW2OZjzeUj4,Tesla Supercharger,30.303699899999998,-97.94178559999999,45.1,0.54,False,,False,google_places,ChIJib5lZqo3W4YRfW2OZjzeUj4
ChIJPcHEw1EtW4YRR3oLDJrsczg,MLB Ballpark Bites,"800 E Whitestone Blvd, Cedar Park, TX 78613, USA",+1 888-672-8352,,"american_restaurant,restaurant,point_of_interest,food,establishment",0,0,PRICE_LEVEL_INEXPENSIVE,unknown,30.522985799999997,-97.82128929999999,ChIJtzzgDAItW4YRf8p5_N7Ny3s,EVgo Charging Station,30.523079199999998,-97.82175509999999,45.809956653235055,0.5453566268242268,False,,False,google_places,"ChIJtzzgDAItW4YRf8p5_N7Ny3s,ChIJleJ5suIsW4YRiY7MM6waiIg,ChIJnaxilcItW4YRJQDLl6n_hD0,ChIJt3szb_4sW4YR-4sz9ZOyyMk"
ChIJ67OpHmnFRIYRUQ5shGSxogA,IRIDESCENCE AESTHETICS Inside Salon Lofts,"The Salons @ Stone Hill 1513 Stone Hill Drive, Building 100, Room 27 SUITE No. 27, Pflugerville, TX 78660, USA",+1 833-458-5607,http://www.iridescenceaustin.com/,"body_art_service,hair_care,beauty_salon,spa,massage,point_of_interest,establishment",4.4,58,,yes,30.470054100000002,-97.5983378,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,46.09881986606941,0.5487954745960645,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
